 Two-body FMO properties.
 ========================

 DL: D=C dynamically correlated (MP2,CI), D=N not dynamically correlated
 (RHF,DFT). D=S separated dimer: semiclassical interaction (ES), D=M MCSCF.
 L stands for layer, Z is the monomer charge product, R is the interfragment
  133   72 S1  0  10.71  0.0000     0.025    0.000     0.126     0.025    0.000    0.000    0.000    0.101
  133   73 S1  0  10.37  0.0000    -0.183    0.000    -0.311    -0.183    0.000    0.000    0.000   -0.128
  133   74 S1  0   9.38  0.0000    -0.382    0.000    -0.254    -0.382    0.000    0.000    0.000    0.128
  133   75 S1  0   9.36  0.0000     0.188    0.000    -0.025     0.188    0.000    0.000    0.000   -0.213
  133   76 S1  0   7.84  0.0000    -0.555    0.000    -0.303    -0.555    0.000    0.000    0.000    0.252
  133   77 S1  0   8.81  0.0000     0.403    0.000     0.272     0.403    0.000    0.000    0.000   -0.131
  133   78 S1  0   8.65  0.0000    -0.179    0.000    -0.175    -0.179    0.000    0.000    0.000    0.004
  133   79 S1  0   7.97  0.0000    -0.140    0.000     0.659    -0.140    0.000    0.000    0.000    0.799
  133   80 S1  0   6.97  0.0000     0.033    0.000    -0.951     0.033    0.000    0.000    0.000   -0.984
  133   81 S1  0   5.99  0.0000    -0.701    0.000    -0.480    -0.701    0.000    0.000    0.000    0.221
  133   82 S1  0   6.43  0.0000    -0.081    0.000    -1.091    -0.081    0.000    0.000    0.000   -1.010
  133   83 S1  0   7.15  0.0000     0.774    0.000     1.194     0.774    0.000    0.000    0.000    0.420
  133   84 S1  0   6.14  0.0000    -0.544    0.000    -0.836    -0.544    0.000    0.000    0.000   -0.292
  133   85 S1  0   7.03  0.0000     0.179    0.000     0.221     0.179    0.000    0.000    0.000    0.043
  133   86 S1  0   6.87  0.0000    -0.301    0.000    -0.314    -0.301    0.000    0.000    0.000   -0.013
  133   87 S1 -1   6.05  0.0000   -17.595    0.000    -9.064   -17.595    0.000    0.000    0.000    8.531
  133   88 S1  0   7.06  0.0000     0.563    0.000     1.753     0.563    0.000    0.000    0.000    1.190
  133   89 S1  0   8.13  0.0000     0.172    0.000    -0.296     0.172    0.000    0.000    0.000   -0.469
  133   90 S1  0   6.86  0.0000    -0.683    0.000    -0.485    -0.683    0.000    0.000    0.000    0.198
  133   91 S1  0   8.09  0.0000    -0.405    0.000    -0.404    -0.405    0.000    0.000    0.000    0.002
  133   92 S1  0   8.60  0.0000     0.085    0.000    -0.207     0.085    0.000    0.000    0.000   -0.292
  133   93 S1  0   9.00  0.0000    -0.118    0.000    -1.161    -0.118    0.000    0.000    0.000   -1.043
  133   94 S1  0   9.49  0.0000    -0.152    0.000    -0.257    -0.152    0.000    0.000    0.000   -0.105
  133   95 S1  0   7.16  0.0000    -0.427    0.000    -1.084    -0.427    0.000    0.000    0.000   -0.657
  133   96 S1  0   7.72  0.0000    -0.112    0.000    -0.441    -0.112    0.000    0.000    0.000   -0.330
  133   97 S1  0   5.67  0.0000    -0.864    0.000    -0.534    -0.864    0.000    0.000    0.000    0.330
  133   98 S1  0   6.81  0.0000     0.193    0.000    -0.204     0.193    0.000    0.000    0.000   -0.397
  133   99 S1  1   5.90  0.0000    13.388    0.000     5.926    13.388    0.000    0.000    0.000   -7.462
  133  100 S1 -1   7.09  0.0000   -13.608    0.000    -6.602   -13.608    0.000    0.000    0.000    7.006
  133  101 S1  0   7.70  0.0000     0.149    0.000     0.013     0.149    0.000    0.000    0.000   -0.136
  133  102 S1  0   6.03  0.0000    -0.757    0.000    -1.414    -0.757    0.000    0.000    0.000   -0.658
  133  103 S1  0   7.04  0.0000     0.701    0.000     1.819     0.701    0.000    0.000    0.000    1.118
  133  104 S1  0   6.34  0.0000     0.087    0.000    -0.061     0.087    0.000    0.000    0.000   -0.148
  133  105 S1  0   7.06  0.0000     0.660    0.000     1.532     0.660    0.000    0.000    0.000    0.872
  133  106 S1 -1   6.06  0.0000   -18.115    0.000    -4.050   -18.115    0.000    0.000    0.000   14.064
  133  107 S1 -1   4.45  0.0000   -22.722    0.000    -7.393   -22.722    0.000    0.000    0.000   15.329
  133  108 S1  0   5.02  0.0000     0.332    0.000    -0.441     0.332    0.000    0.000    0.000   -0.773
  133  109 S1  0   3.35  0.0000    -1.428    0.000    -0.192    -1.428    0.000    0.000    0.000    1.236
  133  110 S1  0   4.06  0.0000    -0.791    0.000    -2.933    -0.791    0.000    0.000    0.000   -2.142
  133  111 S1  0   3.63  0.0000    -0.134    0.000    -1.822    -0.134    0.000    0.000    0.000   -1.687
  133  112 S1  0   2.23  0.0000    -2.628    0.000    -2.165    -2.628    0.000    0.000    0.000    0.463
  133  113 S1 -1   3.41  0.0000   -19.220    0.000    -6.433   -19.220    0.000    0.000    0.000   12.787
  133  114 S1  0   2.38  0.0000    -2.199    0.000    -1.228    -2.199    0.000    0.000    0.000    0.971
  133  115 S1  0   3.34  0.0000     3.206    0.000     3.854     3.206    0.000    0.000    0.000    0.648
  133  116 S1  0   4.19  0.0000     0.665    0.000    -0.549     0.665    0.000    0.000    0.000   -1.214
  133  117 S1  0   2.14  0.0000     2.431    0.000    -0.466     2.431    0.000    0.000    0.000   -2.898
  133  118 S1  0   2.93  0.0000     0.399    0.000     2.953     0.399    0.000    0.000    0.000    2.554
  133  119 N1 -1   0.81  0.0000   -95.498    0.043   -51.508   -91.158    0.355   -2.115   -2.536   43.947
  133  120 S1  1   2.12  0.0000    28.324    0.000    14.992    28.324    0.000    0.000    0.000  -13.331
  133  121 N1  0   2.00  0.0000     4.720   -0.000     1.790     4.796   -0.000    0.000   -0.076   -2.930
  133  122 S1  0   2.73  0.0000     1.334    0.000     0.500     1.334    0.000    0.000    0.000   -0.834
  133  123 S1  0   3.23  0.0000     2.563    0.000     1.674     2.563    0.000    0.000    0.000   -0.890
  133  124 S1  1   3.69  0.0000    20.259    0.000    13.298    20.259    0.000    0.000    0.000   -6.960
  133  125 S1  0   4.06  0.0000     1.731    0.000     1.199     1.731    0.000    0.000    0.000   -0.532
  133  126 S1  0   4.91  0.0000    -0.349    0.000    -0.801    -0.349    0.000    0.000    0.000   -0.452
  133  127 S1  0   3.45  0.0000    -1.776    0.000    -2.823    -1.776    0.000    0.000    0.000   -1.047
  133  128 S1  1   3.92  0.0000    16.727    0.000     9.640    16.727    0.000    0.000    0.000   -7.087
  133  129 S1  1   3.32  0.0000    18.264    0.000     5.654    18.264    0.000    0.000    0.000  -12.610
  133  130 N1  0   1.78  0.0000    -1.528   -0.000    -0.989    -1.480   -0.000   -0.000   -0.047    0.539
  133  131 N1  0   1.25  0.0000    -3.240    0.000    -2.809    -2.710    0.023   -0.000   -0.552    0.431
  133  132 N1  0   0.00  0.0000  -391.198    5.458  -387.786   -17.649 -363.755   -0.868   -3.467   -2.046
  134    1 S1 -1  10.73  0.0000    -8.858    0.000    -5.355    -8.858    0.000    0.000    0.000    3.503
  134    2 S1  0   9.91  0.0000     0.041    0.000     0.995     0.041    0.000    0.000    0.000    0.954
  134    3 S1  0   8.85  0.0000    -0.401    0.000    -1.031    -0.401    0.000    0.000    0.000   -0.630
  134    4 S1  0   8.64  0.0000     0.097    0.000     1.259     0.097    0.000    0.000    0.000    1.162
  134    5 S1  0   6.90  0.0000    -0.595    0.000    -0.393    -0.595    0.000    0.000    0.000    0.202
  134    6 S1  0   7.43  0.0000     0.672    0.000     1.625     0.672    0.000    0.000    0.000    0.952
  134    7 S1 -1   7.95  0.0000   -10.330    0.000    -3.523   -10.330    0.000    0.000    0.000    6.807
  134    8 S1 -1   6.77  0.0000   -14.903    0.000    -7.055   -14.903    0.000    0.000    0.000    7.848
  134    9 S1  0   7.33  0.0000    -0.127    0.000    -0.187    -0.127    0.000    0.000    0.000   -0.060
  134   10 S1  0   8.12  0.0000     0.207    0.000     0.545     0.207    0.000    0.000    0.000    0.337
  134   11 S1  0   8.83  0.0000     0.215    0.000    -0.763     0.215    0.000    0.000    0.000   -0.979
  134   12 S1  0   9.84  0.0000     0.390    0.000    -0.288     0.390    0.000    0.000    0.000   -0.678
  134   13 S1  0  10.09  0.0000    -0.075    0.000    -0.222    -0.075    0.000    0.000    0.000   -0.146
  134   14 S1 -1  10.92  0.0000    -7.189    0.000    -2.871    -7.189    0.000    0.000    0.000    4.318
  134   15 S1  0  11.02  0.0000    -0.053    0.000     0.087    -0.053    0.000    0.000    0.000    0.140
  134   16 S1  0  11.93  0.0000     0.208    0.000     0.678     0.208    0.000    0.000    0.000    0.470
  134   17 S1  0  12.98  0.0000     0.087    0.000    -0.047     0.087    0.000    0.000    0.000   -0.134
  134   18 S1  0  12.52  0.0000    -0.374    0.000    -0.763    -0.374    0.000    0.000    0.000   -0.389
  134   19 S1  0  12.08  0.0000    -0.012    0.000     0.574    -0.012    0.000    0.000    0.000    0.586
  134   20 S1 -1  10.64  0.0000    -9.547    0.000    -4.747    -9.547    0.000    0.000    0.000    4.800
  134   21 S1  1   9.90  0.0000     9.178    0.000     5.115     9.178    0.000    0.000    0.000   -4.064
  134   22 S1  0   8.89  0.0000    -0.184    0.000    -0.269    -0.184    0.000    0.000    0.000   -0.085
  134   23 S1  0   6.69  0.0000    -0.696    0.000    -0.618    -0.696    0.000    0.000    0.000    0.078
  134   24 S1  0   7.70  0.0000     0.277    0.000     0.256     0.277    0.000    0.000    0.000   -0.021
  134   25 S1  1   5.91  0.0000    15.264    0.000    11.684    15.264    0.000    0.000    0.000   -3.580
  134   26 S1  0   6.11  0.0000    -0.121    0.000    -0.219    -0.121    0.000    0.000    0.000   -0.099
  134   27 S1  0   5.02  0.0000    -1.177    0.000    -1.466    -1.177    0.000    0.000    0.000   -0.289
  134   28 S1  0   5.02  0.0000     0.733    0.000    -0.715     0.733    0.000    0.000    0.000   -1.448
  134   29 S1  1   5.70  0.0000    14.848    0.000     9.536    14.848    0.000    0.000    0.000   -5.311
  134   30 S1  1   6.39  0.0000    12.566    0.000     5.254    12.566    0.000    0.000    0.000   -7.312
  134   31 S1  0   7.25  0.0000     0.616    0.000     0.249     0.616    0.000    0.000    0.000   -0.367
  134   32 S1  0   7.27  0.0000    -0.324    0.000    -0.466    -0.324    0.000    0.000    0.000   -0.142
  134   33 S1  0   7.98  0.0000     0.551    0.000     0.434     0.551    0.000    0.000    0.000   -0.117
  134   34 S1  1   8.85  0.0000    11.173    0.000     4.152    11.173    0.000    0.000    0.000   -7.021
  134   35 S1  1   9.16  0.0000     9.517    0.000     5.385     9.517    0.000    0.000    0.000   -4.132
  134   36 S1  0  10.00  0.0000     0.322    0.000    -0.139     0.322    0.000    0.000    0.000   -0.461
  134   37 S1  0  11.14  0.0000     0.436    0.000     0.811     0.436    0.000    0.000    0.000    0.375
  134   38 S1  0  11.09  0.0000    -0.040    0.000    -0.218    -0.040    0.000    0.000    0.000   -0.178
  134   39 S1  0  12.20  0.0000     0.280    0.000     0.601     0.280    0.000    0.000    0.000    0.321
  134   40 S1  0  13.03  0.0000     0.176    0.000     0.308     0.176    0.000    0.000    0.000    0.132
  134   41 S1 -1  12.68  0.0000    -7.710    0.000    -2.257    -7.710    0.000    0.000    0.000    5.454
  134   42 S1  0  10.98  0.0000    -0.088    0.000     0.036    -0.088    0.000    0.000    0.000    0.124
  134   43 S1 -1  10.39  0.0000    -9.574    0.000    -3.767    -9.574    0.000    0.000    0.000    5.808
  134   44 S1  0  10.06  0.0000    -0.004    0.000     0.806    -0.004    0.000    0.000    0.000    0.810
  134   45 S1 -1   8.17  0.0000   -11.656    0.000    -4.992   -11.656    0.000    0.000    0.000    6.663
  134   46 S1  0   7.43  0.0000    -0.527    0.000     0.034    -0.527    0.000    0.000    0.000    0.561
  134   47 S1  0   6.65  0.0000    -0.453    0.000    -0.861    -0.453    0.000    0.000    0.000   -0.408
  134   48 S1  0   5.42  0.0000    -0.781    0.000    -0.392    -0.781    0.000    0.000    0.000    0.389
  134   49 S1  0   4.65  0.0000    -0.904    0.000    -0.484    -0.904    0.000    0.000    0.000    0.420
  134   50 S1  0   3.07  0.0000    -1.276    0.000    -2.461    -1.276    0.000    0.000    0.000   -1.184
  134   51 S1  0   3.71  0.0000     1.441    0.000    -0.393     1.441    0.000    0.000    0.000   -1.834
  134   52 S1  0   4.52  0.0000     0.502    0.000    -0.717     0.502    0.000    0.000    0.000   -1.219
  134   53 S1  0   5.10  0.0000     1.076    0.000     2.146     1.076    0.000    0.000    0.000    1.070
  134   54 S1  0   6.07  0.0000     0.561    0.000    -0.366     0.561    0.000    0.000    0.000   -0.927
  134   55 S1 -1   7.14  0.0000    -9.676    0.000    -1.899    -9.676    0.000    0.000    0.000    7.776
  134   56 S1  0   8.02  0.0000     0.185    0.000    -0.159     0.185    0.000    0.000    0.000   -0.345
  134   57 S1 -1   8.75  0.0000    -8.863    0.000    -5.856    -8.863    0.000    0.000    0.000    3.008
  134   58 S1  0   9.67  0.0000     0.266    0.000    -0.446     0.266    0.000    0.000    0.000   -0.712
  134   59 S1  0   9.88  0.0000     0.215    0.000     0.330     0.215    0.000    0.000    0.000    0.115
  134   60 S1  1  10.78  0.0000     9.274    0.000     5.839     9.274    0.000    0.000    0.000   -3.435
  134   61 S1  0  11.11  0.0000    -0.005    0.000     0.029    -0.005    0.000    0.000    0.000    0.034
  134   62 S1  0  11.31  0.0000    -0.229    0.000    -0.853    -0.229    0.000    0.000    0.000   -0.624
  134   63 S1  0  11.63  0.0000     0.332    0.000     0.628     0.332    0.000    0.000    0.000    0.297
  134   64 S1  0  10.27  0.0000    -0.207    0.000    -0.434    -0.207    0.000    0.000    0.000   -0.227
  134   65 S1  1  11.35  0.0000     7.797    0.000     3.644     7.797    0.000    0.000    0.000   -4.153
  134   66 S1  0   9.90  0.0000    -0.288    0.000    -0.205    -0.288    0.000    0.000    0.000    0.084
  134   67 S1  0  10.09  0.0000    -0.093    0.000     0.020    -0.093    0.000    0.000    0.000    0.113
  134   68 S1  0  11.12  0.0000     0.268    0.000     0.252     0.268    0.000    0.000    0.000   -0.016
  134   69 S1  0  11.32  0.0000    -0.235    0.000    -1.175    -0.235    0.000    0.000    0.000   -0.940
  134   70 S1 -1  11.65  0.0000    -7.051    0.000    -1.760    -7.051    0.000    0.000    0.000    5.291
  134   71 S1  0  10.70  0.0000    -0.218    0.000    -0.824    -0.218    0.000    0.000    0.000   -0.606
  134   72 S1  0  11.19  0.0000     0.046    0.000     0.129     0.046    0.000    0.000    0.000    0.083
  134   73 S1  0  10.62  0.0000    -0.168    0.000    -0.302    -0.168    0.000    0.000    0.000   -0.133
  134   74 S1  0   9.48  0.0000    -0.314    0.000    -0.255    -0.314    0.000    0.000    0.000    0.059
  134   75 S1  0   9.57  0.0000     0.071    0.000    -0.067     0.071    0.000    0.000    0.000   -0.139
  134   76 S1  0   7.91  0.0000    -0.500    0.000    -0.345    -0.500    0.000    0.000    0.000    0.154
  134   77 S1  0   8.91  0.0000     0.278    0.000     0.234     0.278    0.000    0.000    0.000   -0.045
  134   78 S1  0   8.76  0.0000    -0.246    0.000    -0.239    -0.246    0.000    0.000    0.000    0.007
  134   79 S1  0   8.09  0.0000    -0.303    0.000     0.533    -0.303    0.000    0.000    0.000    0.836
  134   80 S1  0   7.30  0.0000     0.243    0.000    -0.822     0.243    0.000    0.000    0.000   -1.065
  134   81 S1  0   6.37  0.0000    -0.855    0.000    -0.655    -0.855    0.000    0.000    0.000    0.200
  134   82 S1  0   7.04  0.0000     0.107    0.000    -1.003     0.107    0.000    0.000    0.000   -1.110
  134   83 S1  0   7.68  0.0000     0.812    0.000     1.297     0.812    0.000    0.000    0.000    0.485
  134   84 S1  0   6.52  0.0000    -0.382    0.000    -0.760    -0.382    0.000    0.000    0.000   -0.378
  134   85 S1  0   7.56  0.0000     0.257    0.000     0.296     0.257    0.000    0.000    0.000    0.038
  134   86 S1  0   7.31  0.0000    -0.183    0.000    -0.267    -0.183    0.000    0.000    0.000   -0.084
  134   87 S1 -1   6.35  0.0000   -13.810    0.000    -9.037   -13.810    0.000    0.000    0.000    4.773
  134   88 S1  0   7.47  0.0000     0.435    0.000     1.525     0.435    0.000    0.000    0.000    1.089
  134   89 S1  0   8.42  0.0000     0.033    0.000    -0.307     0.033    0.000    0.000    0.000   -0.341
  134   90 S1  0   7.48  0.0000    -0.550    0.000    -0.464    -0.550    0.000    0.000    0.000    0.087
  134   91 S1  0   8.51  0.0000    -0.204    0.000    -0.294    -0.204    0.000    0.000    0.000   -0.090
  134   92 S1  0   9.10  0.0000     0.034    0.000    -0.203     0.034    0.000    0.000    0.000   -0.237
  134   93 S1  0   9.70  0.0000    -0.151    0.000    -1.061    -0.151    0.000    0.000    0.000   -0.910
  134   94 S1  0  10.14  0.0000    -0.056    0.000    -0.192    -0.056    0.000    0.000    0.000   -0.137
  134   95 S1  0   7.89  0.0000    -0.358    0.000    -0.977    -0.358    0.000    0.000    0.000   -0.620
  134   96 S1  0   8.48  0.0000    -0.045    0.000    -0.343    -0.045    0.000    0.000    0.000   -0.297
  134   97 S1  0   6.46  0.0000    -0.595    0.000    -0.443    -0.595    0.000    0.000    0.000    0.153
  134   98 S1  0   7.67  0.0000     0.017    0.000    -0.246     0.017    0.000    0.000    0.000   -0.262
  134   99 S1  1   6.77  0.0000    11.347    0.000     6.367    11.347    0.000    0.000    0.000   -4.981
  134  100 S1 -1   7.89  0.0000   -11.233    0.000    -6.838   -11.233    0.000    0.000    0.000    4.395
  134  101 S1  0   8.51  0.0000     0.103    0.000     0.002     0.103    0.000    0.000    0.000   -0.102
  134  102 S1  0   6.76  0.0000    -0.535    0.000    -1.167    -0.535    0.000    0.000    0.000   -0.631
  134  103 S1  0   7.70  0.0000     0.536    0.000     1.520     0.536    0.000    0.000    0.000    0.984
  134  104 S1  0   6.95  0.0000    -0.033    0.000    -0.081    -0.033    0.000    0.000    0.000   -0.049
  134  105 S1  0   7.54  0.0000     0.556    0.000     1.324     0.556    0.000    0.000    0.000    0.768
  134  106 S1 -1   6.86  0.0000   -13.139    0.000    -4.770   -13.139    0.000    0.000    0.000    8.369
  134  107 S1 -1   5.00  0.0000   -16.798    0.000    -8.164   -16.798    0.000    0.000    0.000    8.634
  134  108 S1  0   5.58  0.0000    -0.066    0.000    -0.480    -0.066    0.000    0.000    0.000   -0.414
  134  109 S1  0   4.04  0.0000    -0.458    0.000     0.082    -0.458    0.000    0.000    0.000    0.541
  134  110 S1  0   4.75  0.0000    -0.542    0.000    -2.122    -0.542    0.000    0.000    0.000   -1.580
  134  111 S1  0   4.39  0.0000     0.182    0.000    -0.966     0.182    0.000    0.000    0.000   -1.147
  134  112 S1  0   2.96  0.0000    -1.690    0.000    -1.621    -1.690    0.000    0.000    0.000    0.069
  134  113 S1 -1   4.10  0.0000   -17.533    0.000    -8.197   -17.533    0.000    0.000    0.000    9.337
  134  114 S1  0   2.52  0.0000    -2.349    0.000    -1.640    -2.349    0.000    0.000    0.000    0.709
  134  115 S1  0   3.50  0.0000     1.770    0.000     2.986     1.770    0.000    0.000    0.000    1.216
  134  116 S1  0   4.24  0.0000     1.528    0.000     0.155     1.528    0.000    0.000    0.000   -1.373
  134  117 S1  0   2.92  0.0000    -0.509    0.000    -1.495    -0.509    0.000    0.000    0.000   -0.986
  134  118 S1  0   3.53  0.0000     1.703    0.000     3.083     1.703    0.000    0.000    0.000    1.380
  134  119 N1 -1   1.70  0.0000   -37.585    0.000   -23.432   -37.409   -0.000   -0.000   -0.176   14.153
  134  120 S1  1   3.13  0.0000    18.805    0.000    12.142    18.805    0.000    0.000    0.000   -6.663
  134  121 S1  0   2.89  0.0000     0.631    0.000     0.018     0.631    0.000    0.000    0.000   -0.613
  134  122 S1  0   3.25  0.0000     0.052    0.000    -0.301     0.052    0.000    0.000    0.000   -0.353
  134  123 S1  0   3.96  0.0000     1.731    0.000     1.421     1.731    0.000    0.000    0.000   -0.310
  134  124 S1  1   4.51  0.0000    17.288    0.000    13.529    17.288    0.000    0.000    0.000   -3.759
  134  125 S1  0   4.92  0.0000     1.290    0.000     1.050     1.290    0.000    0.000    0.000   -0.240
  134  126 S1  0   5.77  0.0000    -0.280    0.000    -0.780    -0.280    0.000    0.000    0.000   -0.499
  134  127 S1  0   4.41  0.0000    -1.334    0.000    -2.550    -1.334    0.000    0.000    0.000   -1.215
  134  128 S1  1   4.87  0.0000    16.032    0.000    10.768    16.032    0.000    0.000    0.000   -5.264
  134  129 S1  1   4.44  0.0000    18.642    0.000     7.346    18.642    0.000    0.000    0.000  -11.295
  134  130 S1  0   3.16  0.0000    -0.887    0.000    -0.485    -0.887    0.000    0.000    0.000    0.402
  134  131 S1  0   2.02  0.0000    -1.534    0.000    -1.438    -1.534    0.000    0.000    0.000    0.096
  134  132 N1  0   1.27  0.0000    -5.657    0.000    -5.117    -5.047    0.019   -0.000   -0.629    0.540
  134  133 N1  1   0.00  0.0000  -348.413   -3.116  -368.010    24.090 -362.329   -9.507   -3.783  -16.481
  135    1 S1  0  10.40  0.0000    -0.126    0.000     0.397    -0.126    0.000    0.000    0.000    0.523
  135    2 S1  0   9.23  0.0000     0.017    0.000     0.017     0.017    0.000    0.000    0.000    0.000
  135    3 S1  0   8.55  0.0000    -0.016    0.000     0.000    -0.016    0.000    0.000    0.000    0.017
  135    4 S1  0   8.06  0.0000     0.025    0.000     0.022     0.025    0.000    0.000    0.000   -0.003
  135    5 S1  0   6.57  0.0000    -0.008    0.000     0.024    -0.008    0.000    0.000    0.000    0.032
  135    6 S1  0   6.92  0.0000     0.033    0.000    -0.003     0.033    0.000    0.000    0.000   -0.036
  135    7 S1  0   7.32  0.0000    -0.128    0.000     0.478    -0.128    0.000    0.000    0.000    0.606
  135    8 S1  0   6.99  0.0000    -0.289    0.000     0.587    -0.289    0.000    0.000    0.000    0.875
  135    9 S1  0   7.35  0.0000    -0.024    0.000    -0.009    -0.024    0.000    0.000    0.000    0.016
  135   10 S1  0   8.09  0.0000     0.013    0.000     0.002     0.013    0.000    0.000    0.000   -0.010
  135   11 S1  0   8.91  0.0000    -0.006    0.000    -0.028    -0.006    0.000    0.000    0.000   -0.022
  135   12 S1  0   9.89  0.0000     0.013    0.000    -0.019     0.013    0.000    0.000    0.000   -0.032
  135   13 S1  0  10.40  0.0000    -0.013    0.000    -0.009    -0.013    0.000    0.000    0.000    0.004
  135   14 S1  0  11.14  0.0000    -0.135    0.000     0.330    -0.135    0.000    0.000    0.000    0.464
  135   15 S1  0  11.56  0.0000    -0.007    0.000    -0.000    -0.007    0.000    0.000    0.000    0.007
  135   16 S1  0  12.29  0.0000     0.004    0.000     0.005     0.004    0.000    0.000    0.000    0.001
  135   17 S1  0  13.33  0.0000     0.007    0.000    -0.001     0.007    0.000    0.000    0.000   -0.008
  135   18 S1  0  12.83  0.0000    -0.013    0.000    -0.000    -0.013    0.000    0.000    0.000    0.012
  135   19 S1  0  12.27  0.0000     0.007    0.000     0.016     0.007    0.000    0.000    0.000    0.009
  135   20 S1  0  11.01  0.0000    -0.231    0.000     0.376    -0.231    0.000    0.000    0.000    0.606
  135   21 S1  0  10.11  0.0000     0.158    0.000    -0.383     0.158    0.000    0.000    0.000   -0.541
  135   22 S1  0   9.28  0.0000    -0.012    0.000    -0.001    -0.012    0.000    0.000    0.000    0.011
  135   23 S1  0   7.16  0.0000    -0.033    0.000     0.004    -0.033    0.000    0.000    0.000    0.037
  135   24 S1  0   8.01  0.0000     0.027    0.000     0.011     0.027    0.000    0.000    0.000   -0.015
  135   25 S1  0   6.62  0.0000     0.542    0.000    -0.371     0.542    0.000    0.000    0.000   -0.913
  135   26 S1  0   6.38  0.0000     0.006    0.000     0.014     0.006    0.000    0.000    0.000    0.008
  135   27 S1  0   5.73  0.0000    -0.075    0.000    -0.027    -0.075    0.000    0.000    0.000    0.047
  135   28 S1  0   5.73  0.0000     0.063    0.000    -0.064     0.063    0.000    0.000    0.000   -0.127
  135   29 S1  0   6.60  0.0000     0.721    0.000    -0.362     0.721    0.000    0.000    0.000   -1.084
  135   30 S1  0   7.29  0.0000     0.552    0.000    -0.452     0.552    0.000    0.000    0.000   -1.005
  135   31 S1  0   8.16  0.0000     0.051    0.000    -0.002     0.051    0.000    0.000    0.000   -0.053
  135   32 S1  0   8.25  0.0000    -0.017    0.000    -0.010    -0.017    0.000    0.000    0.000    0.007
  135   33 S1  0   8.88  0.0000     0.036    0.000     0.001     0.036    0.000    0.000    0.000   -0.035
  135   34 S1  0   9.56  0.0000     0.293    0.000    -0.444     0.293    0.000    0.000    0.000   -0.737
  135   35 S1  0   9.93  0.0000     0.268    0.000    -0.336     0.268    0.000    0.000    0.000   -0.604
  135   36 S1  0  10.63  0.0000     0.012    0.000    -0.015     0.012    0.000    0.000    0.000   -0.027
  135   37 S1  0  11.81  0.0000     0.025    0.000     0.006     0.025    0.000    0.000    0.000   -0.018
  135   38 S1  0  11.77  0.0000    -0.007    0.000    -0.006    -0.007    0.000    0.000    0.000    0.001
  135   39 S1  0  12.83  0.0000     0.014    0.000     0.006     0.014    0.000    0.000    0.000   -0.008
  135   40 S1  0  13.64  0.0000     0.006    0.000     0.000     0.006    0.000    0.000    0.000   -0.006
  135   41 S1  0  13.44  0.0000    -0.228    0.000     0.349    -0.228    0.000    0.000    0.000    0.578
  135   42 S1  0  11.71  0.0000    -0.003    0.000     0.003    -0.003    0.000    0.000    0.000    0.006
  135   43 S1  0  11.21  0.0000    -0.358    0.000     0.381    -0.358    0.000    0.000    0.000    0.739
  135   44 S1  0  10.79  0.0000    -0.000    0.000     0.026    -0.000    0.000    0.000    0.000    0.026
  135   45 S1  0   9.08  0.0000    -0.517    0.000     0.412    -0.517    0.000    0.000    0.000    0.929
  135   46 S1  0   7.92  0.0000    -0.049    0.000     0.012    -0.049    0.000    0.000    0.000    0.060
  135   47 S1  0   7.45  0.0000    -0.031    0.000    -0.031    -0.031    0.000    0.000    0.000    0.001
  135   48 S1  0   6.19  0.0000    -0.105    0.000    -0.023    -0.105    0.000    0.000    0.000    0.082
  135   49 S1  0   5.46  0.0000    -0.084    0.000    -0.012    -0.084    0.000    0.000    0.000    0.072
  135   50 S1  0   3.84  0.0000    -0.045    0.000    -0.106    -0.045    0.000    0.000    0.000   -0.061
  135   51 S1  0   4.26  0.0000     0.247    0.000     0.013     0.247    0.000    0.000    0.000   -0.234
  135   52 S1  0   4.95  0.0000    -0.040    0.000    -0.088    -0.040    0.000    0.000    0.000   -0.048
  135   53 S1  0   5.53  0.0000     0.096    0.000     0.114     0.096    0.000    0.000    0.000    0.018
  135   54 S1  0   6.61  0.0000     0.064    0.000    -0.014     0.064    0.000    0.000    0.000   -0.078
  135   55 S1  0   7.73  0.0000    -0.304    0.000     0.466    -0.304    0.000    0.000    0.000    0.770
  135   56 S1  0   8.82  0.0000     0.009    0.000    -0.009     0.009    0.000    0.000    0.000   -0.018
  135   57 S1  0   9.51  0.0000    -0.241    0.000     0.303    -0.241    0.000    0.000    0.000    0.544
  135   58 S1  0  10.61  0.0000     0.014    0.000    -0.024     0.014    0.000    0.000    0.000   -0.038
  135   59 S1  0  10.79  0.0000     0.019    0.000     0.007     0.019    0.000    0.000    0.000   -0.012
  135   60 S1  0  11.55  0.0000     0.307    0.000    -0.307     0.307    0.000    0.000    0.000   -0.614
  135   61 S1  0  11.82  0.0000    -0.001    0.000     0.005    -0.001    0.000    0.000    0.000    0.006
  135   62 S1  0  11.89  0.0000    -0.010    0.000    -0.014    -0.010    0.000    0.000    0.000   -0.005
  135   63 S1  0  12.11  0.0000     0.020    0.000     0.006     0.020    0.000    0.000    0.000   -0.014
  135   64 S1  0  10.79  0.0000    -0.006    0.000    -0.001    -0.006    0.000    0.000    0.000    0.006
  135   65 S1  0  11.71  0.0000     0.152    0.000    -0.341     0.152    0.000    0.000    0.000   -0.493
  135   66 S1  0  10.10  0.0000    -0.011    0.000     0.008    -0.011    0.000    0.000    0.000    0.019
